("", [42])
("knocked", [1])
("knocking", [7])
("knocks", [7])
("knog", [3])
("knolld", [2])
("knot", [9])
("knots", [4])
("knotted", [2])
("knotty", [1])
("know", [653])
("knower", [2])
("knowest", [6])
("knowing", [21])
("knowingly", [1])
("knowist", [2])
("knowledge", [40])
("known", [69])
("knows", [75])
("knowst", [22])
("knowt", [4])
("l", [3])
("la", [16])
("laban", [1])
("labans", [1])
("label", [1])
("labelled", [1])
("labour", [34])
("labourd", [2])
("laboured", [2])
("labourer", [1])
("labouring", [4])
("labours", [13])
("laboursome", [1])
("labourst", [1])
("labras", [1])
("labyrinth", [1])
("lace", [2])
("laced", [3])
("lack", [43])
("lackbeard", [1])
("lackd", [4])
("lacked", [1])
("lackest", [1])
("lackey", [3])
("lacking", [1])
("lackinggod", [1])
("lacklustre", [1])
("lacks", [8])
("lad", [9])
("ladder", [1])
("laddertackle", [1])
("ladies", [52])
("lading", [1])
("ladings", [1])
("lads", [9])
("lady", [344])
("ladys", [24])
("ladyshe", [1])
("ladyship", [10])
("ladyships", [3])
("ladysmocks", [1])
("laid", [24])
("lake", [1])
("lakes", [1])
("lakin", [1])
("lamb", [11])
("lambs", [4])
("lambskins", [1])
("lame", [6])
("lamed", [2])
("lamely", [1])
("lament", [3])
("lamentable", [3])
("lamentably", [1])
("lamentation", [3])
("lamented", [3])
("lamenting", [1])
("laments", [1])
("lames", [1])
("laming", [1])
("lamp", [1])
("lampass", [1])
("lamps", [3])
("lance", [4])
("lances", [3])
("land", [31])
("landdamn", [1])
("landed", [7])
("landfish", [1])
("landing", [1])
("landrats", [1])
("lands", [16])
("landservice", [1])
("landthieves", [1])
("lane", [6])
("lanes", [2])
("language", [17])
("languageless", [1])
("languages", [3])
("languish", [4])
("languishd", [1])
("languishing", [1])
("lantern", [1])
("lanterns", [1])
("lap", [1])
("lapis", [3])
("lapland", [1])
("lappd", [1])
("laps", [1])
("lapse", [1])
("lapsed", [1])
("lapwing", [3])
("larded", [2])
("large", [20])
("largely", [3])
("largeness", [1])
("larges", [1])
("largess", [1])
("lark", [7])
("larks", [1])
("larron", [1])
("larum", [1])
("larums", [1])
("lascivious", [1])
("lashd", [1])
("lass", [5])
("lasses", [1])
("lasslorn", [1])
("last", [80])
("lasting", [4])
("lastly", [5])
("lasto", [1])
("lasts", [2])
("latches", [1])
("late", [50])
("lately", [8])
("latest", [2])
("latewalking", [1])
("lath", [1])
("latin", [9])
("latten", [1])
("latter", [6])
("latterborn", [1])
("laud", [2])
("laudable", [1])
("laugh", [40])
("laughable", [1])
("laughd", [3])
("laughed", [12])
("laughing", [10])
("laughingstocks", [1])
("laughs", [2])
("laughter", [11])
("launcelot", [80])
("launchd", [1])
("laundress", [2])
("laundry", [1])
("laurels", [1])
("laus", [1])
("lave", [1])
("lavender", [1])
("lavish", [1])
("lavolt", [1])
("law", [67])
("lawbreaker", [1])
("lawful", [15])
("lawfully", [2])
("lawless", [1])
("lawn", [2])
("lawns", [1])
("laws", [18])
("lawyer", [1])
("lawyers", [4])
("lay", [88])
("laying", [3])
("lays", [10])
("layst", [2])
("layt", [1])
("layto", [1])
("lazar", [1])
("lazars", [1])
("lazy", [5])
("le", [23])
("lead", [48])
("leaden", [4])
("leader", [1])
("leaders", [1])
("leading", [4])
("leads", [8])
("leadst", [1])
("leaf", [4])
("leafs", [1])
("leafy", [2])
("league", [4])
("leagued", [1])
("leagues", [6])
("leah", [1])
("leaky", [1])
("lean", [13])
("leand", [2])
("leander", [2])
("leanfaced", [1])
("leaning", [2])
("leans", [2])
("leap", [7])
("leapd", [2])
("leapingtime", [1])
("leaps", [3])
("learn", [35])
("learnd", [6])
("learned", [25])
("learnedly", [2])
("learning", [17])
("learnings", [1])
("learns", [2])
("learnt", [2])
("leas", [1])
("leases", [1])
("leash", [1])
("leasing", [1])
("least", [37])
("leather", [6])
("leathern", [2])
("leave", [228])
("leaven", [2])
("leavend", [1])
("leavening", [2])
("leaves", [16])
("leavetaking", [1])
("leavethe", [1])
("leaving", [8])
("lecher", [2])
("lecherous", [1])
("lechery", [14])
("lecture", [3])
("lectures", [2])
("led", [10])
("leda", [1])
("ledas", [1])
("leer", [3])
("leers", [1])
("lees", [1])
("leet", [1])
("left", [93])
("leg", [15])
("lege", [1])
("leges", [1])
("legged", [1])
("legion", [2])
("legions", [6])
("legitimate", [1])
("legs", [28])
("legto", [1])
("leiger", [1])
("leisure", [23])
("leisurely", [1])
("leisures", [1])
("leman", [2])
("lemon", [1])
("lend", [35])
("lender", [1])
("lends", [2])
("length", [10])
("lengthen", [1])
("lengthend", [1])
("lengthening", [1])
("lengthens", [1])
("lengththe", [1])
("lenity", [1])
("lent", [8])
("lenten", [1])
("lenvoy", [16])
("leonardo", [4])
("leonati", [3])
("leonato", [158])
("leonatos", [17])
("leonatus", [117])
("leonatuss", [1])
("leonine", [22])
("leonitus", [1])
("leontes", [146])
("less", [78])
("lessat", [1])
("lessen", [1])
("lessend", [1])
("lessens", [1])
("lesser", [11])
("lesson", [1])
("lessons", [2])
("lest", [50])
("let", [729])
("leta", [1])
("lethargies", [1])
("lethargy", [2])
("lethe", [1])
("lets", [86])
("letst", [2])
("lett", [1])
("letter", [117])
("lettered", [1])
("letters", [29])
("lettersdamnd", [1])
("lettersthis", [1])
("letting", [2])
("level", [8])
("levelld", [1])
("leven", [1])
("levied", [2])
("levity", [2])
("levy", [3])
("lewd", [4])
("lewdlyinclined", [1])
("lewdsters", [1])
("lewdtongued", [1])
("liable", [2])
("liar", [2])
("liars", [3])
("libbards", [1])
("liberal", [8])
("liberality", [2])
("liberties", [3])
("libertine", [1])
("libertines", [1])
("liberty", [26])
("library", [2])
("libya", [2])
("libyathough", [1])
("licence", [4])
("licentious", [2])
("lichas", [1])
("licio", [7])
("lick", [1])
("lid", [1])
("lids", [3])
("lie", [125])
("lied", [2])
("lief", [11])
("liege", [31])
("liegeman", [1])
("liegers", [1])
("lieges", [1])
("lien", [1])
("lies", [70])
("liest", [20])
("lieu", [5])
("lieutenant", [2])
("lieutenants", [1])
("life", [310])
("lifeblood", [1])
("lifefor", [1])
("lifeless", [2])
("lifelings", [1])
("lifepreserving", [1])
("lifes", [4])
("lift", [6])
("lifted", [2])
("lifter", [1])
("lifts", [1])
("light", [103])
("lighted", [2])
("lighten", [1])
("lightens", [1])
("lighter", [1])
("lightest", [1])
("lightly", [2])
("lightness", [2])
("lightning", [7])
("lightnings", [1])
("lights", [10])
("like", [645])
("liked", [4])
("likelihood", [6])
("likely", [7])
("likeness", [6])
("liker", [1])
("likes", [6])
("likest", [4])
("likewise", [12])
("liking", [15])
("likings", [1])
("lilies", [1])
("lily", [3])
("lilybeds", [1])
("limb", [7])
("limber", [1])
("limbmeal", [1])
("limbo", [1])
("limbs", [6])
("lime", [3])
("limed", [2])
("limekiln", [1])
("limekilns", [1])
("limit", [9])
("limited", [1])
("limits", [1])
("limnd", [1])
("limp", [2])
("limpd", [1])
("line", [12])
("lineament", [1])
("lineaments", [3])
("lined", [3])
("linegrove", [1])
("linen", [12])
("linens", [1])
("lines", [7])
("linger", [2])
("lingerd", [1])
("lingered", [1])
("lingering", [6])
("lining", [1])
("link", [2])
("lint", [1])
("lion", [11])
("lioness", [4])
("lions", [10])
("lionshath", [1])
("lionsick", [1])
("lip", [13])
("lips", [42])
("liquid", [1])
("liquor", [7])
("liquors", [1])
("lisbon", [1])
("lisp", [2])
("lisping", [1])
("list", [20])
("listen", [3])
("listened", [1])
("listening", [3])
("lists", [6])
("litigious", [1])
("litter", [2])
("littered", [1])
("little", [177])
("littlea", [1])
("live", [155])
("lived", [35])
("livelong", [1])
("lively", [4])
("liver", [12])
("liveries", [2])
("livers", [6])
("livervein", [1])
("livery", [8])
("lives", [36])
("livest", [5])
("living", [35])
("livings", [1])
("lizard", [1])
("lo", [18])
("loa", [1])
("load", [4])
("loaden", [1])
("loads", [1])
("loath", [13])
("loathe", [1])
("loathed", [4])
("loathes", [1])
("loathing", [2])
("loathly", [1])
("loathness", [2])
("loathsome", [3])
("loathsomeness", [1])
("loathsomest", [1])
("local", [1])
("lock", [12])
("lockd", [14])
("locked", [1])
("locking", [2])
("lockingup", [1])
("locks", [6])
("lodge", [8])
("lodged", [5])
("lodgers", [1])
("lodges", [1])
("lodging", [12])
("lodgings", [2])
("lodowick", [4])
("lofty", [2])
("log", [2])
("loggerhead", [1])
("loggerheaded", [1])
("logic", [1])
("logman", [1])
("logs", [4])
("loins", [4])
("loiterers", [1])
("lolling", [2])
("lombardy", [1])
("lonely", [1])
("long", [144])
("longaville", [59])
("longcontinued", [1])
("longd", [1])
("longduring", [1])
("longed", [1])
("longer", [50])
("longest", [2])
("longeth", [2])
("longing", [10])
("longlane", [1])
("longly", [1])
("longs", [6])
("longst", [3])
("longtail", [1])
("loo", [4])
("look", [283])
("lookd", [25])
("lookdo", [1])
("lookdst", [1])
("looked", [20])
("looker", [2])
("lookers", [1])
("lookest", [1])
("looking", [14])
("lookingglass", [1])
("looks", [64])
("lookst", [4])
("loose", [19])
("loosebodied", [2])
("loosed", [1])
("lop", [1])
("loppd", [1])
("lopped", [2])
("loquitur", [1])
("lord", [782])
("lordcome", [1])
("lorded", [1])
("lordings", [1])
("lords", [105])
("lordship", [23])
("lordships", [3])
("lordswhy", [1])
("lorenzo", [80])
("lose", [66])
("losers", [1])
("loses", [2])
("losest", [1])
("loseth", [1])
("losing", [6])
("loss", [42])
("losses", [6])
("lost", [97])
("lots", [1])
("lottery", [4])
("loud", [25])
("louder", [8])
("loudest", [1])
("loudst", [2])
("loureth", [1])
("louse", [1])
("louses", [1])
("lousy", [2])
("lout", [2])
("love", [744])
("lovea", [2])
("lovebroker", [1])
("lovecause", [1])
("loved", [70])
("lovefeat", [1])
("lovegods", [1])
("loveletters", [1])
("lovely", [10])
("lovemonger", [1])
("lovenews", [1])
("loveprate", [1])
("lover", [25])
("loverhymes", [1])
("lovers", [28])
("loves", [97])
("loveshaked", [1])
("lovesong", [3])
("lovesongs", [2])
("lovesprings", [1])
("lovest", [9])
("lovesuit", [1])
("loveth", [2])
("lovethoughts", [1])
("loving", [31])
("low", [31])
("lowborn", [1])
("lower", [9])
("lowest", [2])
("lowing", [1])
("lowlaid", [1])
("lowliness", [1])
("lowly", [4])
("lown", [1])
("lows", [1])
("lowspirited", [1])
("loyal", [7])
("loyally", [1])
("loyalst", [1])
("loyalty", [4])
("lozel", [1])
("lubber", [2])
("lubberly", [1])
("luce", [9])
("luceluce", [1])
("lucentio", [114])
("lucentios", [5])
("luces", [1])
("luciana", [55])
("lucifer", [2])
("lucina", [2])
("lucio", [133])
("lucios", [1])
("lucius", [45])
("luck", [14])
("luckier", [1])
("lucky", [2])
("lucre", [1])
("lucrece", [3])
("lucretias", [1])
("luds", [1])
("ludstown", [3])
("luggage", [2])
("lukes", [4])
("lullaby", [2])
("luna", [1])
("lunacy", [2])
("lunatic", [7])
("lunatics", [2])
("lunes", [3])
("lungs", [10])
("lurch", [1])
("lure", [1])
("lurks", [1])
("lush", [1])
("lust", [13])
("lustful", [1])
("lustihood", [2])
("lustre", [5])
("lustrous", [1])
("lusts", [1])
("lusty", [12])
("lute", [8])
("lutes", [1])
("lutestring", [1])
("lux", [1])
("luxurious", [2])
("luxury", [3])
("lychorida", [17])
("lychoridalucina", [1])
("lying", [13])
("lyingest", [1])
("lysimachus", [50])
("m", [5])
("ma", [1])
("maccabaeus", [5])
("mace", [2])
("macedon", [1])
("machiavel", [1])
("maculate", [1])
("maculation", [1])
("mad", [101])
("madam", [144])
("madame", [1])
("madas", [1])
("madbrain", [1])
("madbraind", [1])
("madcap", [1])
("madcup", [1])
("madded", [1])
("madding", [1])
("made", [290])
("madest", [3])
("madly", [7])
("madlyused", [1])
("madman", [12])
("madmans", [1])
("madmen", [4])
("madness", [29])
("madonna", [10])
("madrigals", [2])
("mads", [1])
("madwoman", [1])
("maggot", [1])
("magic", [5])
("magician", [3])
("magistrate", [1])
("magnanimous", [3])
("magnificencein", [1])
("magnificent", [2])
("magnificoes", [2])
("maid", [91])
("maidchild", [1])
("maiden", [14])
("maidenhead", [6])
("maidenheads", [2])
("maidens", [6])
("maidhood", [1])
("maids", [29])
("maidthat", [1])
("mail", [2])
("maimd", [1])
("main", [7])
("maincourse", [1])
("mainly", [1])
("mainmast", [1])
("maintain", [8])
("maintaind", [2])
("maintained", [3])
("maintaini", [1])
("maintenance", [1])
("maintop", [1])
("majestic", [2])
("majestical", [2])
("majesty", [19])
("major", [1])
("make", [568])
("makea", [2])
("makes", [118])
("makest", [10])
("maket", [5])
("maketh", [1])
("making", [30])
("mal", [1])
("maladies", [1])
("malady", [2])
("malapert", [1])
("malcontents", [1])
("male", [4])
("malecontents", [1])
("malefactors", [2])
("males", [1])
("malice", [15])
("maliciously", [1])
("malign", [1])
("malignancy", [1])
("malignant", [1])
("malkin", [1])
("mall", [1])
("malleable", [1])
("mallows", [1])
("malls", [1])
("malmsey", [1])
("malthorse", [2])
("malvolio", [125])
("malvolios", [4])
("mamillius", [19])
("man", [779])
("manacle", [2])
("manacles", [2])
("manage", [8])
("managed", [1])
("manager", [1])
("managing", [1])
("manbut", [1])
("mane", [1])
("mangled", [3])
("manhood", [6])
("manifest", [5])
("manifested", [4])
("manifests", [1])
("manifold", [1])
("manikin", [1])
("mankind", [7])
("manly", [7])
("manmonster", [1])
("manna", [1])
("manner", [38])
("mannerd", [2])
("mannerit", [1])
("mannerly", [3])
("mannerlymodest", [1])
("manners", [25])
("mannish", [3])
("manor", [1])
("manorhouse", [1])
("mans", [62])
("mansion", [4])
("mantle", [6])
("mantua", [4])
("mantuan", [3])
("manus", [1])
("manwhateer", [1])
("many", [188])
("manycolourd", [1])
("map", [1])
("mapped", [1])
("mappery", [1])
("maps", [1])
("mar", [13])
("marble", [6])
("marblebreasted", [1])
("march", [6])
("marchchick", [1])
("marching", [2])
("margarelon", [5])
("margaret", [49])
("margent", [2])
("margery", [4])
("maria", [115])
("marian", [4])
("mariana", [39])
("marianas", [2])
("marians", [1])
("marias", [1])
("marigold", [1])
("marigolds", [1])
("marina", [99])
("marinas", [3])
("mariner", [7])
("mariners", [8])
("marjoram", [1])
("mark", [67])
("markd", [8])
("marked", [2])
("market", [6])
("marketable", [2])
("marketplace", [2])
("markets", [3])
("marking", [1])
("marks", [20])
("marl", [1])
("marmoset", [1])
("marquis", [1])
("marrd", [4])
("marriage", [45])
("marriagebed", [1])
("marriageblessing", [1])
("marriageday", [1])
("marriagedowry", [1])
("marriagefeast", [2])
("marriagepleasures", [1])
("marriagerite", [1])
("marriagesurely", [1])
("marriagevow", [1])
("married", [77])
("marriedhath", [1])
("marries", [1])
("marring", [1])
("marry", [180])
("marryif", [1])
("marrying", [8])
("mars", [13])
("marseilles", [1])
("marshal", [2])
("marshals", [1])
("marss", [1])
("mart", [15])
("marted", [1])
("martext", [7])
("martial", [3])
("martlet", [1])
("marts", [1])
("martyrs", [1])
("marvel", [19])
("marvellous", [10])
("marvellously", [1])
("marvels", [1])
("mary", [4])
("marybuds", [1])
("masculine", [2])
("mask", [5])
("maskd", [6])
("masked", [4])
("maskers", [1])
("masks", [5])
("masque", [3])
("masqued", [1])
("masques", [2])
("masquing", [2])
("mass", [7])
("masses", [1])
("massy", [4])
("mast", [5])
("master", [480])
("masterd", [2])
("masteri", [1])
("masterless", [1])
("masterly", [2])
("masters", [71])
("mastership", [1])
("mastic", [1])
("mastiffs", [1])
("match", [37])
("matchd", [1])
("matched", [2])
("matches", [1])
("matchless", [2])
("mate", [4])
("mated", [3])
("mater", [3])
("material", [3])
("mates", [6])
("mathematics", [3])
("matron", [1])
("matrons", [1])
("matter", [152])
("mattera", [1])
("matters", [9])
("mature", [4])
("maturity", [1])
("maud", [1])
("maugre", [1])
("maw", [2])
("maxim", [1])
("may", [588])
("mayest", [2])
("mays", [1])
("mayst", [22])
("maze", [3])
("mbut", [1])
("me", [2979])
("mea", [1])
("meacock", [1])
("meadowfairies", [1])
("meadows", [1])
("meads", [2])
("meagre", [1])
("meal", [5])
("meald", [1])
("meals", [2])
("mealy", [1])
("mean", [105])
("meanapparelld", [1])
("meanders", [1])
("meaner", [7])
("meanest", [12])
("meaning", [27])
("meanings", [1])
("meanlaughs", [1])
("meanly", [3])
("means", [85])
("meanst", [1])
("meant", [17])
("meantime", [9])
("meanto", [1])
("meas", [1])
("measurable", [1])
("measure", [42])
("measured", [8])
("measures", [6])
("measuring", [1])
("meat", [35])
("mechanical", [1])
("medal", [1])
("medcinable", [1])
("meddle", [12])
("meddlein", [1])
("meddler", [1])
("meddling", [1])
("medea", [1])
("medicinable", [3])
("medicinal", [1])
("medicine", [10])
("meditate", [1])
("mediterranean", [1])
("mediterraneum", [1])
("medlar", [3])
("medler", [1])
("meed", [4])
("meek", [1])
("meekly", [1])
("meet", [104])
("meeta", [1])
("meetest", [1])
("meeting", [21])
("meetingplace", [1])
("meetings", [2])
("meets", [7])
("meg", [4])
("mehercle", [1])
("mei", [1])
("melancholies", [1])
("melancholy", [46])
("melius", [1])
("mellifluous", [1])
("mellow", [2])
("mellowing", [1])
("melodious", [2])
("melody", [1])
("melt", [6])
("melted", [5])
("melteth", [1])
("melting", [1])
("member", [6])
("members", [1])
("memorial", [2])
("memorials", [1])
("memory", [16])
("men", [243])
("menaphon", [1])
("mend", [22])
("mended", [7])
("mendedmy", [1])
("mending", [2])
("mends", [1])
("menelaus", [30])
("menon", [1])
("mens", [21])
("mental", [2])
("mentioned", [1])
("meo", [2])
("mephostophilus", [1])
("mercade", [5])
("mercatante", [1])
("mercenary", [1])
("mercer", [1])
("merchandise", [3])
("merchant", [37])
("merchantmarring", [1])
("merchants", [11])
("mercies", [1])
("merciful", [7])
("merciless", [1])
("mercurial", [1])
("mercury", [5])
("mercy", [66])
("mercys", [1])
("mere", [23])
("merely", [11])
("merest", [1])
("merit", [17])
("merited", [4])
("meritorious", [1])
("merits", [8])
("mermaid", [1])
("mermaids", [1])
("merrier", [4])
("merriest", [1])
("merrily", [12])
("merriman", [1])
("merriment", [8])
("merriness", [1])
("merry", [86])
("mesh", [1])
("meshes", [1])
("mesoftly", [1])
("mess", [5])
("message", [10])
("messages", [1])
("messaline", [2])
("messenger", [53])
("messengers", [1])
("messes", [1])
("messina", [9])
("met", [51])
("metal", [11])
("metals", [1])
("metaphor", [1])
("metaphysics", [1])
("mete", [1])
("meteor", [1])
("meteors", [1])
("meteyard", [1])
("methat", [2])
("methe", [1])
("metheglin", [1])
("metheglins", [1])
("methinks", [45])
("method", [3])
("methought", [13])
("methoughts", [1])
("metre", [1])
("mette", [1])
("mettest", [1])
("mettle", [6])
("mew", [1])
("mewd", [1])
("mewhat", [1])
("mewling", [1])
("mexico", [2])
("meyet", [1])
("mi", [4])
("mice", [1])
("michaelmas", [1])
("mickle", [1])
("mid", [1])
("midage", [1])
("midas", [1])
("middle", [7])
("middleearth", [1])
("midnight", [19])
("midst", [2])
("midsummer", [2])
("midway", [3])
("midwife", [3])
("midwifes", [1])
("might", [182])
("mightier", [1])
("mightiest", [2])
("mightily", [6])
("mightiness", [1])
("mightno", [1])
("mightst", [11])
("mighty", [24])
("mihi", [1])
("milan", [20])
("milans", [1])
("milchkine", [2])
("mild", [9])
("milder", [1])
("mildly", [1])
("mildness", [2])
("mile", [12])
("milea", [1])
("miles", [9])
("milford", [7])
("milfordhaven", [10])
("milfordhaveni", [1])
("military", [2])
("milk", [8])
("milked", [1])
("milkingtime", [1])
("milkmaid", [1])
("milksops", [1])
("mill", [2])
("miller", [1])
("milliner", [1])
("million", [5])
("millions", [3])
("millsixpences", [1])
("millstones", [1])
("millwheels", [1])
("milo", [1])
("mince", [1])
("minced", [1])
("mincing", [1])
("mind", [133])
("minded", [2])
("minding", [2])
("mindless", [1])
("minds", [12])
("mindthats", [1])
("mindto", [1])
("mine", [420])
("mineand", [1])
("mineral", [1])
("minerva", [2])
("mines", [2])
("minewas", [1])
("mingle", [4])
("mingled", [5])
("mingling", [1])
("minime", [1])
("minimo", [1])
("minion", [7])
("minions", [1])
("minister", [11])
("ministerd", [4])
("ministers", [9])
("ministerst", [1])
("minnow", [1])
("minola", [6])
("minority", [2])
("minstrels", [3])
("minstrelsy", [2])
("mint", [4])
("mints", [1])
("minute", [15])
("minutes", [5])
("minx", [1])
("mio", [1])
("mirable", [1])
("miracle", [11])
("miracles", [1])
("miraculous", [1])
("miranda", [61])
("mirandao", [1])
("mire", [5])
("mired", [1])
("mirror", [2])
("mirrord", [1])
("mirth", [30])
("mirthmoving", [1])
("miry", [1])
("misbecomed", [1])
("misbeliever", [1])
("miscall", [1])
("miscarried", [5])
("miscarry", [2])
("miscarrying", [1])
("mischance", [3])
("mischief", [9])
("mischiefs", [2])
("mischievous", [1])
("misconstrued", [1])
("misconstrues", [1])
("misdemeanors", [1])
("misdoubt", [1])
("misdoubts", [1])
("misdread", [1])
("miser", [1])
("miserable", [6])
("miseries", [8])
("misers", [2])
("misery", [14])
("misfortune", [5])
("misfortunes", [1])
("misgives", [1])
("misgovernment", [1])
("mishap", [1])
("mishaps", [1])
("misinterpreting", [1])
("mislead", [1])
("misled", [1])
("mislike", [1])
("misplaced", [1])
("misplaces", [1])
("misprised", [2])
("misprising", [1])
("misprision", [3])
("misprizing", [1])
("misreport", [1])
("miss", [12])
("missd", [4])
("missed", [1])
("misses", [1])
("misshapen", [1])
("missing", [5])
("missingly", [1])
("missions", [1])
("misst", [1])
("mist", [1])
("mistake", [17])
("mistaken", [3])
("mistaking", [5])
("mistakings", [1])
("mistook", [7])
("mistress", [592])
("mistresses", [5])
("mistresslet", [1])
("mistresss", [1])
("mistresstis", [1])
("mistresswhat", [1])
("mistrust", [6])
("mistrusted", [3])
("misuse", [3])
("misused", [2])
("mite", [1])
("mitigate", [1])
("mitigation", [2])
("mixd", [1])
("mixture", [1])
("mmalvolio", [1])
("moan", [6])
("moated", [2])
("mock", [27])
("mockable", [1])
("mockd", [10])
("mocked", [7])
("mocker", [3])
("mockeries", [1])
("mockery", [4])
("mocking", [12])
("mocks", [12])
("mockvater", [2])
("mockwater", [2])
("model", [2])
("moderate", [5])
("moderately", [1])
("moderation", [1])
("modern", [2])
("modest", [20])
("modesties", [1])
("modestly", [2])
("modesty", [18])
("modicums", [1])
("moe", [7])
("moiety", [6])
("moist", [1])
("mole", [7])
("moles", [1])
("molest", [1])
("mollification", [1])
("mollis", [2])
("molto", [1])
("mome", [1])
("moment", [6])
("momentary", [2])
("momentaryswift", [1])
("mon", [1])
("monachum", [2])
("monarch", [4])
("monarcho", [1])
("monarchs", [2])
("monastery", [3])
("monastic", [1])
("monday", [2])
("money", [93])
("moneybags", [2])
("moneyd", [1])
("moneys", [8])
("mong", [2])
("mongrel", [2])
("mongst", [10])
("monkey", [3])
("monkeys", [2])
("mons", [1])
("monsieur", [24])
("monster", [51])
("monsters", [6])
("monstrous", [12])
("monstrously", [1])
("monstruosity", [1])
("montant", [1])
("montferrat", [1])
("month", [18])
("months", [19])
("monument", [11])
("monumental", [1])
("monumentbring", [1])
("mood", [5])
("moody", [2])
("moon", [39])
("mooncalf", [4])
("mooncalfs", [1])
("moonish", [1])
("moonlight", [2])
("moons", [3])
("moonshine", [4])
("moor", [2])
("mop", [1])
("moping", [1])
("mopsa", [17])
("moral", [16])
("morality", [1])
("moralize", [2])
("more", [855])
("moreand", [1])
("morecast", [1])
("moreoer", [1])
("moreover", [11])
("mores", [1])
("morgan", [2])
("morn", [12])
("morning", [53])
("mornings", [4])
("morocco", [11])
("morrispike", [1])
("morrow", [44])
("morsel", [3])
("mort", [1])
("mortal", [33])
("mortalbreathing", [1])
("mortality", [6])
("mortally", [3])
("mortals", [1])
("mortified", [1])
("mortifying", [2])
("mose", [1])
("moss", [2])
("mossd", [1])
("most", [447])
("mote", [2])
("motes", [1])
("moth", [97])
("mother", [74])
("mothers", [20])
("motherwit", [1])
("mothy", [1])
("motion", [28])
("motions", [9])
("motive", [3])
("motives", [1])
("motley", [7])
("motleyminded", [1])
("motleys", [1])
("motto", [3])
("mould", [2])
("moulded", [5])
("mouldeth", [1])
("mouldy", [1])
("mounseur", [1])
("mount", [6])
("mountain", [14])
("mountaineer", [2])
("mountaineers", [3])
("mountainforeigner", [1])
("mountainous", [1])
("mountains", [8])
("mountaintop", [1])
("mountanto", [1])
("mountebank", [1])
("mountebanks", [1])
("mounted", [4])
("mounting", [2])
("mounts", [1])
("mourn", [8])
("mournd", [1])
("mournest", [1])
("mournful", [1])
("mourning", [4])
("mourns", [2])
("mouse", [3])
("mouseeaten", [1])
("mouses", [1])
("mouth", [47])
("mouthed", [1])
("mouthful", [1])
("mouths", [4])
("move", [36])
("moveable", [2])
("moveables", [1])
("moved", [19])
("movers", [1])
("moves", [10])
("movest", [1])
("moving", [4])
("movingdelicate", [1])
("mow", [2])
("mowers", [1])
("mows", [2])
("much", [411])
("mudded", [2])
("muddy", [5])
("muffle", [2])
("muffled", [2])
("muffler", [3])
("mule", [1])
("mules", [1])
("mulier", [2])
("mulmutius", [2])
("multiply", [1])
("multipotent", [1])
("multitude", [4])
("multitudes", [2])
("mum", [8])
("mumblenews", [1])
("mummy", [1])
("mundane", [1])
("murder", [18])
("murdered", [1])
("murderer", [7])
("murderers", [3])
("murderous", [2])
("murders", [1])
("murkiest", [1])
("murmuras", [1])
("murmuring", [1])
("murmurst", [1])
("murrain", [2])
("muscadel", [1])
("muscles", [1])
("muscovites", [2])
("muscovits", [1])
("muscovy", [1])
("muse", [2])
("mush", [2])
("mushrooms", [1])
("music", [105])
("musical", [3])
("musicdoubtless", [1])
("musician", [8])
("musicians", [6])
("musics", [1])
("musing", [1])
("musings", [1])
("musk", [1])
("musselshell", [1])
("must", [533])
("mustachio", [1])
("mustard", [8])
("muster", [2])
("musterd", [2])
("musty", [2])
("mutability", [1])
("mutation", [1])
("mute", [6])
("muteor", [1])
("mutest", [1])
("mutineerthe", [1])
("mutinous", [1])
("mutiny", [4])
("mutton", [5])
("muttons", [1])
("mutual", [4])
("mutually", [4])
("muzzle", [1])
("muzzled", [1])
("mwhy", [1])
("my", [4228])
("myrmidon", [1])
("myrmidons", [7])
("myrtle", [1])
("myself", [198])
("myselffor", [1])
("myselfi", [1])
("mysome", [1])
("mystery", [9])
("mysterywith", [1])
("mytilene", [14])
("naiads", [1])
("nail", [6])
("nails", [5])
("naked", [7])
("nakedness", [1])
("name", [225])
("named", [8])
("namely", [2])
("nameout", [1])
("names", [18])
("namessure", [1])
("namest", [1])
("namet", [1])
("naming", [2])
("nan", [10])
("nap", [2])
("napkin", [4])
("napkins", [2])
("naples", [21])
("napping", [2])
("naps", [1])
("narrow", [6])
("narrowly", [3])
("narrowprying", [1])
("naso", [2])
("nated", [1])
("nathaniel", [35])
("nathaniels", [1])
("nation", [7])
("nations", [3])
("native", [8])
("nativity", [5])
("natural", [25])
("naturally", [2])
("nature", [111])
("natures", [18])
("naught", [6])
("naughtily", [1])
("naughty", [8])
("navarre", [10])
("navarres", [1])
("nay", [244])
("nayward", [1])
("nayword", [3])
("nazarite", [1])
("nd", [1])
("ne", [2])
("neapolitan", [3])
("neapolitans", [2])
("near", [76])
("nearer", [9])
("nearest", [4])
("nearlegged", [1])
("nearly", [1])
("nearst", [1])
("neat", [5])
("neatherds", [2])
("neats", [3])
("neatstill", [1])
("neb", [1])
("nebor", [1])
("necessaries", [1])
("necessarily", [1])
("necessary", [6])
("necessities", [3])
("necessity", [17])
("neck", [30])
("necklace", [1])
("necks", [1])
("nectar", [1])
("need", [54])
("needed", [1])
("needful", [12])
("needle", [7])
("needless", [6])
("needlework", [1])
("needs", [42])
("needst", [1])
("needy", [2])
("neer", [77])
("neertheless", [1])
("negation", [1])
("negative", [1])
("negatives", [1])
